name,images,type,capacity,bathroom,bedroom,bed,desc,price,reivew_count,rating
Urban Peace 5 ml from Downtown AVL,https://a0.muscache.com/im/pictures/17429978/e4656a27_original.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",145,13,99
The Cottage In Asheville,https://a0.muscache.com/im/pictures/16539956/39069605_original.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""No stairs or steps to enter"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Host greets you""}",130,5,99
City Centre Loft - Indoor Swing + Artist Residency,https://a0.muscache.com/im/pictures/a24ef009-9d67-4b4d-b041-c3a8dd8740b3.jpg?aki_policy=large,Entire home/apt,5,1.0,2,2,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Paid parking off premises"",Gym,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Long term stays allowed"",""Wide entrance for guests"",""Flat path to guest entrance"",""Wide doorway to guest bathroom"",""Wide clearance to shower, toilet"",""No stairs or steps to enter"",""Wide entryway""}",355,9,96
Serene West Asheville Home,https://a0.muscache.com/im/pictures/be420050-6c9c-4b3e-9f5d-aea30148d816.jpg?aki_policy=large,Entire home/apt,6,1.0,2,3,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard""}",95,38,98
The Cottage on Parkway Loop,https://a0.muscache.com/im/pictures/15621161/dab31af1_original.jpg?aki_policy=large,Entire home/apt,4,1.5,1,2,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Stair gates"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Wide entrance for guests"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""Accessible-height toilet"",""Fixed grab bars for shower""}",90,36,100
Blend City and Country at Lucky W Cottage,"https://a0.muscache.com/4ea/air/v2//pictures/ff6ced3f-678e-439f-a639-ff119cbd64f3.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",Entire home/apt,4,1.0,1,1,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Private living room"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Well-lit path to entrance"",""Extra space around bed"",Other,""Hot water kettle"",""Ceiling fan"",""Heated floors"",""Smart TV"",""DVD player"",""Mountain view"",""Fire pit"",""Breakfast table"",""Sun loungers"",""Shared pool"",Netflix,""Outdoor seating"",""Outdoor parking"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",135,56,100
"Modern Meets Zen, Rest & Restore - West Asheville",https://a0.muscache.com/im/pictures/121d2b21-af53-473d-917f-7a16192e9a89.jpg?aki_policy=large,Private room,2,1.0,1,1,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Other}",60,37,98
Private Retreat Near Downtown,https://a0.muscache.com/im/pictures/67431938/5c6211c3_original.jpg?aki_policy=large,Private room,2,1.0,1,1,"{Internet,Wifi,""Air conditioning"",""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",72,0,98
"Sunny, New, Walkable W.AVL-2.5 Miles to Downtown!",https://a0.muscache.com/im/pictures/18013476/3f5abc73_original.jpg?aki_policy=large,Entire home/apt,2,1.0,1,1,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Host greets you""}",85,23,98
"Relaxing, Family Mtn Home",https://a0.muscache.com/im/pictures/18319163/fad8ea64_original.jpg?aki_policy=large,Entire home/apt,8,2.5,4,4,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Hot water"",Other}",250,3,94
Downtown Get Around #1,https://a0.muscache.com/im/pictures/22870453/6832100f_original.jpg?aki_policy=large,Entire home/apt,4,1.0,1,1,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Garden or backyard""}",110,47,96
"Kickback, Relax in a Private Suite with a Simple Breakfast","https://a0.muscache.com/4ea/air/v2//pictures/monet/Select-1219374/original/d55f5b93-e7e9-48eb-8161-cb98e7a66767?t=r:w1200-h720-sfit,e:fjpg-c85",Private room,5,1.5,2,2,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private living room"",Bathtub,""Changing table"",""High chair"",""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""Wide entrance for guests"",""Extra space around bed"",""Fire pit"",""High-resolution computer monitor"",""En suite bathroom"",""Outdoor seating"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",85,64,100
Handsome Chic Loft Downtown,https://a0.muscache.com/im/pictures/4e6c15b9-71a0-4c0a-b979-339c1bd47f7a.jpg?aki_policy=large,Entire home/apt,12,2.0,4,6,"{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Gym,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Wide entrance for guests"",""Flat path to guest entrance"",""Hot water kettle""}",765,11,96
xo Loft,https://a0.muscache.com/im/pictures/961eb010-9744-4006-b5e4-84f02ad327d4.jpg?aki_policy=large,Entire home/apt,6,1.5,1,3,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Hot tub"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",355,14,94
"BEST DEAL!  Affordable, Clean & Deluxe",https://a0.muscache.com/im/pictures/0c19a357-b4c3-4e37-8f91-b7411c6d0ac8.jpg?aki_policy=large,Private room,2,1.0,1,1,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",89,6,95
"Lovely, peaceful mountain retreat",https://a0.muscache.com/im/pictures/85897234/d5d145f8_original.jpg?aki_policy=large,Entire home/apt,2,1.0,0,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Patio or balcony"",""Garden or backyard"",Other}",57,0,93
Mid Century Modern Basement Apt..,https://a0.muscache.com/im/pictures/45a8c79e-7410-4004-ae61-458ecef226d6.jpg?aki_policy=large,Entire home/apt,3,1.0,1,1,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Private entrance"",""Hot water"",""Long term stays allowed"",Other}",79,7,95
West Asheville Townhouse,https://a0.muscache.com/im/pictures/57217417/0b6db6e7_original.jpg?aki_policy=large,Private room,2,1.5,1,1,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",""Hair dryer"",""Hot water"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",75,134,96
Sweet Studio - Walk West Asheville,https://a0.muscache.com/im/pictures/a9ffa08a-21ff-49d7-a9da-3284a5c97121.jpg?aki_policy=large,Entire home/apt,3,1.0,1,1,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",90,92,95
"Mtn Sunset, Walk to Downtown, Private room.",https://a0.muscache.com/im/pictures/92058456/c1228046_original.jpg?aki_policy=large,Private room,2,1.0,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Outlet covers"",Bathtub,""Children’s books and toys"",""Table corner guards"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""No stairs or steps to enter"",""Wide entryway"",""Handheld shower head""}",88,39,97
Explorers Retreat 2 Miles to Downtown Asheville,https://a0.muscache.com/im/pictures/6a517b1c-f8b5-43d6-81e8-860b4f1b022d.jpg?aki_policy=large,Entire home/apt,4,1.0,2,2,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Well-lit path to entrance"",""No stairs or steps to enter""}",115,16,95
HUGE SUITE (king bed) & huge bath-PRIVATE ACCESS,https://a0.muscache.com/im/pictures/20926893/b30acc1b_original.jpg?aki_policy=large,Private room,2,1.0,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Free parking on premises"",Breakfast,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",Bathtub,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""No stairs or steps to enter"",""Wide entryway"",""Fixed grab bars for shower""}",80,22,99
